source,fault_type,task_id,seed,condition,status,reason
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,134,1,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,134,2,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,134,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,134,4,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,134,5,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,22,1,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,22,2,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,22,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,22,4,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,22,5,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,24,1,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,24,2,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,24,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,24,4,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,24,5,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,27,1,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,27,2,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,27,3,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,27,4,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,27,5,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,28,1,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,28,2,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,30,1,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,30,2,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,30,3,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_control_control,30,5,control,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,132,1,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,132,4,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,132,5,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,133,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,133,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,133,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,133,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,133,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,134,1,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,134,2,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,134,3,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,134,4,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,134,5,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,22,1,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,22,2,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,22,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,22,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,22,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,24,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,24,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,24,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,24,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,24,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,27,1,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,27,2,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,27,3,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,27,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,28,2,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,28,4,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,28,5,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,30,1,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,30,2,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_dom_missing,30,5,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,132,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,132,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,133,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,133,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,133,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,133,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,134,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,134,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,134,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,134,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,134,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,22,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,22,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,22,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,22,5,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,24,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,24,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,24,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,24,4,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,24,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,27,1,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,27,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,27,4,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,28,2,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,28,3,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,28,5,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,30,1,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,plan_execute_fault_web_http_error,30,2,fault,needs_agent_rerun,no final answer in log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,132,1,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,132,2,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,132,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,132,4,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,132,5,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,133,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,133,4,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,133,5,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,134,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,134,4,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,134,5,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,22,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,22,4,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,22,5,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,24,1,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,24,2,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,24,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,24,4,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,24,5,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,27,1,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,27,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,27,4,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,27,5,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,28,1,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,28,2,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,28,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,28,4,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,28,5,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,30,1,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,30,2,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,30,3,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,30,4,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_control_control,30,5,control,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,132,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,132,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,132,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,132,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,133,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,133,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,133,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,134,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,134,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,22,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,22,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,22,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,24,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,24,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,24,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,24,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,24,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,27,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,27,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,27,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,27,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,28,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,28,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,28,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,30,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,30,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_dom_missing,30,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,132,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,132,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,133,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,133,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,134,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,134,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,134,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,134,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,22,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,22,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,22,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,24,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,24,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,24,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,24,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,27,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,27,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,27,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,27,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,28,1,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,28,2,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,28,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,28,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,28,5,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,30,3,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,30,4,fault,rebuildable,final answer recovered from log
experiments/architecture_gpt54_react_planexecute_core240_v1/outputs,react_fault_web_http_error,30,5,fault,rebuildable,final answer recovered from log
